coin_id,base,target,market_identifier,converted_volume_usd,trust_score
bitcoin-cash,BCH,USDT,bitforex,27323590.0,green
bitcoin-cash,BCH,USDC,binance,1779639.0,green
bitcoin-cash,BCHABC,USDT,xt,10127112.0,green
bitcoin-cash,BCH,USDT,coinbene,10548722.0,green
bitcoin-cash,BCH,QC,zb,1194232.0,green
bitcoin-cash,BCHABC,QC,zb,1191622.0,green
bitcoin-cash,BCH,BTC,gemini,334946.0,green
bitcoin-cash,BCH,USD,p2pb2b,7838301.0,green
bitcoin-cash,BCH,ETH,bibox,944076.0,green
bitcoin-cash,BCH,USDT,kraken,1003076.0,green
bitcoin-cash,BCH,BTC,bittrex,1300986.0,green
bitcoin-cash,BCH,USDT,nominex,1140022.0,green
bitcoin-cash,BCH,BNB,binance,3442183.0,green
coti,COTI,USDT,binance,63639956.0,green
coti,COTI,USDT,gate,1351833.0,green
coti,COTI,USD,gdax,11367505.0,green
coti,COTI,BTC,binance,12910253.0,green
coti,COTI,USDT,vcc,1608608.0,green
coti,COTI,BUSD,binance,7548128.0,green
coti,COTI,BTC,vcc,700636.0,green
weth,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0XDDB3422497E61E13543BEA06989C0789117555C5,uniswap_v2,946206.0,green
coti,COTI,BNB,binance,1578151.0,green
coti,COTI,USDT,kucoin,5488553.0,green
coti,COTI,IDR,indodax,647499.0,green
coti,COTI,BTC,kucoin,1777991.0,green
coti,COTI,USDT,kickex,548933.0,green
coti,COTI,USD,cex,352889.0,green
weth,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,0XDDB3422497E61E13543BEA06989C0789117555C5,sushiswap,75196.0,green
coti,COTI,USDT,bithumb_global,2304546.0,green
coti,COTI,USDT,wazirx,492712.0,green
coti,COTI,USDT,hitbtc,246082.0,green
coti,COTI,USD,bitcoin_com,245080.0,green
coti,COTI-CBB,BNB,binance_dex,37136.0,green
coti,COTI,USDT,bitmax,67231.0,yellow
coti,COTI,BTC,bitcoin_com,5404.54,yellow
coti,COTI,BTC,hitbtc,5398.56,yellow
coti,COTI,USDT,huobi,7961954.0,red
coti,COTI,BTC,huobi,917921.0,red
coti,COTI,INR,wazirx,1299924.0,
coti,COTI,BTC,bithumb_global,186.03,
filecoin,FIL,USDT,binance,1241369480.0,green
filecoin,FIL,USDT,huobi,1277487650.0,green
filecoin,FIL,USDT,okex,420201493.0,green
filecoin,FIL,USDT,wootrade,18937648.0,green
filecoin,FIL,USDT,hitbtc,874140.0,green
filecoin,FIL,USD,bitcoin_com,869979.0,green
filecoin,FIL,USD,bitfinex,14261493.0,green
filecoin,FIL,USD,gdax,99750929.0,green
filecoin,FIL,USDT,digifinex,198262768.0,green
filecoin,FIL,USDT,bibox,229645285.0,green
filecoin,FIL,USDT,aex,140508368.0,green
filecoin,FIL,USDT,gate,67429682.0,green
filecoin,FIL,USDT,hoo,160546739.0,green
filecoin,FIL,USD,coinlist,3910412.0,green
filecoin,FIL,USD,gemini,26898450.0,green
filecoin,FIL,BTC,binance,97346464.0,green
filecoin,FIL,BUSD,binance,85867288.0,green
filecoin,FIL,USD,kraken,24586007.0,green
filecoin,FIL,QC,zb,39382151.0,green
filecoin,FIL,USDT,coinlist,1701853.0,green
filecoin,FIL,USDT,bkex,108763661.0,green
filecoin,FIL,USDT,crypto_com,6569412.0,green
filecoin,FIL,BTC,digifinex,14594898.0,green
filecoin,FIL,EUR,kraken,8257845.0,green
filecoin,FIL,BTC,okex,49235283.0,green
filecoin,FIL,EUR,gdax,6965214.0,green
filecoin,FIL,USDT,bitforex,45456140.0,green
filecoin,FIL,USDT,cointiger,40915498.0,green
filecoin,FIL,BTC,gdax,22726411.0,green
filecoin,FIL,TRY,btcturk,18329409.0,green
filecoin,FIL,UST,bitfinex,12793639.0,green
filecoin,FIL,USDT,bitmart,6423529.0,green
filecoin,FIL,BNB,binance,17274268.0,green
filecoin,FIL,USDT,kucoin,15154490.0,green
filecoin,FIL,USDT,zb,8599922.0,green
filecoin,FIL,USDT,lbank,13524214.0,green
filecoin,FIL,GBP,gdax,4631916.0,green
filecoin,FIL,BTC,crypto_com,2170028.0,green
filecoin,FIL,USDT,coinbene,1990778.0,green
filecoin,FIL,USD,binance_us,19647261.0,green
filecoin,FIL,USDT,mxc,10170547.0,green
filecoin,FIL,USDT,zbg,2542593.0,green
filecoin,FIL,USDT,xt,10954869.0,green
filecoin,FIL,USDT,hotbit,203494.0,green
filecoin,FIL,USDT,binance_us,6996812.0,green
filecoin,FIL,BTC,upbit,19873535.0,green
filecoin,FIL,USDT,aax,752843.0,green
filecoin,FIL,USDT,phemex,9862946.0,green
filecoin,FIL,USDT,bitmax,3016533.0,green
filecoin,FIL,USDT,btcturk,2812290.0,green
filecoin,FIL,USDT,bit_z,10003650.0,green
filecoin,FIL,HUSD,huobi,6442666.0,green
filecoin,FIL,USDT,bw,14408982.0,green
filecoin,FIL,GBP,kraken,945045.0,green
filecoin,FIL,ETH,kraken,787259.0,green
filecoin,FIL,USDT,coinex,1539181.0,green
filecoin,FIL,ETH,okex,1287089.0,green
huobi-fil,HFIL,FIL,hotbit,1981995.0,green
filecoin,FIL,USDT,bitget,2348726.0,green
filecoin,FIL,BTC,bittrex,1319345.0,green
filecoin,FIL,USDT,poloniex,1006321.0,green
filecoin,FIL,USDT,tokok,4595548.0,green
filecoin,FIL,USDT,bigone,349076.0,green
filecoin,FIL,USDT,virgox,140112.0,green
filecoin,FIL,IDR,indodax,310704.0,green
filecoin,FIL,BTC,poloniex,212447.0,green
filecoin,FIL,BTC,gate,283278.0,green
filecoin,FIL,USDT,coinsuper,211596.0,green
filecoin,FIL,ETH,gate,47199.0,green
filecoin,FIL,KRW,flybit,770548.0,green
filecoin,FIL,USDT,wazirx,99659.0,green
filecoin,FIL,USDT,oceanex,121049.0,green
filecoin,FIL,USDT,hbtc,506505126.0,yellow
filecoin,FIL,USDT,bidesk,504751199.0,yellow
filecoin,FIL,USDT,huobi_id,5515.61,yellow
filecoin,FIL,BTC,bitcoin_com,110569.0,yellow
filecoin,FIL,BTC,hitbtc,110424.0,yellow
filecoin,FIL,USD,bittrex,529241.0,yellow
filecoin,FIL,BTC,coinex,194213.0,yellow
filecoin,FIL,BTC,hotbit,1401.98,red
filecoin,FIL,BTC,huobi,45175422.0,red
filecoin,FIL,ETH,huobi,7439899.0,red
filecoin,FIL,BCH,coinex,65768.0,red
filecoin,FIL,USDT,novadax,5642.61,
filecoin,FIL,USDT,bittrex,260471.0,
filecoin,FIL,USDT,bithumb_global,273272.0,
filecoin,FIL,ETH,bittrex,42994.0,
filecoin,FIL,AUD,kraken,15412.66,
filecoin,FIL,XBT,kraken,4526882.0,
filecoin,FIL,BTC,upbit_indonesia,19319577.0,
filecoin,FIL,USDT,huobi_korea,4067841.0,
filecoin,FIL,BTC,huobi_korea,266849.0,
filecoin,FIL,ETH,huobi_korea,54949.0,
filecoin,FIL,USDT,flybit,18311052.0,red
filecoin,FIL,INR,bitbns,1737182.0,
filecoin,FIL,BRL,novadax,101705.0,
filecoin,FIL,INR,wazirx,285840.0,
filecoin,FIL,BTC,flybit,2679334.0,
filecoin,FIL,USDT,bibo,0.0,
filecoin,FIL,KRW,huobi_korea,922007.0,
ripple,XRP,KRW,upbit,1624602972.0,green
ripple,XRP,USDT,binance,1551535903.0,green
ripple,XRP,USDT,dextrade,49789528.0,green
ripple,XRP,USDT,ftx_spot,29378248.0,green
ripple,XRP,USDT,wootrade,21697104.0,green
ripple,XRP,USD,bitfinex,163704782.0,green
ripple,XRP,USD,etorox,26495067.0,green
ripple,XRP,USDT,digifinex,99587308.0,green
ripple,XRP,USD,b2bx,574733.0,green
ripple,XRP,USDT,bitrue,600071711.0,green
ripple,XRP,BTC,hitbtc,74392269.0,green
ripple,XRP,BTC,changelly,74825596.0,green
ripple,XRP,BTC,ftx_spot,3148050.0,green
ripple,XRP,KRW,bithumb,273141723.0,green
ripple,XRP,USDT,vcc,4161947.0,green
ripple,XRP,BTC,bitcoin_com,75054069.0,green
ripple,XRP,USD,ftx_spot,214207656.0,green
ripple,XRP,USDT,changelly,119764509.0,green
ripple,XRP,USDT,whitebit,115581213.0,green
cardano,ADA,XRP,bitrue,338539619.0,green
ripple,XRP,USDT,hitbtc,119996955.0,green
ripple,XRP,USDT,okex,192034178.0,green
ripple,XRP,BTC,binance,233538664.0,green
ripple,XRP,ETH,hitbtc,319378.0,green
ripple,XRP,JPY,bitbank,121035267.0,green
ripple,XRP,USDT,zb,154502931.0,green
ripple,XRP,USDT,lbank,1939661.0,green
ripple,XRP,USD,kraken,66249759.0,green
ripple,XRP,BUSD,binance,229512168.0,green
ripple,XRP,ETH,bitcoin_com,321307.0,green
ripple,XRP,USDT,kucoin,247259766.0,green
ripple,XRP,USD,bitstamp,106091591.0,green
ripple,XRP,EUR,kraken,67177631.0,green
ripple,XRP,USDT,zbg,45778693.0,green
ripple,XRP,EUR,bitstamp,59731885.0,green
ripple,XRP,USDT,mxc,13184975.0,green
ripple,XRP,USDT,crypto_com,64567581.0,green
ripple,XRP,TRY,btcturk,53586166.0,green
ripple,XRP,USDT,bkex,140896989.0,green
ripple,XRP,JPY,bitflyer,25218552.0,green
ripple,XRP,BTC,whitebit,17228738.0,green
ripple,XRP,EUR,cryptology,113846.0,green
ripple,XRP,USDT,hoo,89460509.0,green
ripple,XRP,USDT,aex,46113325.0,green
ripple,XRP,JPY,gmo_japan,46484723.0,green
ripple,XRP,USDT,cointiger,151369154.0,green
ripple,XRP,BTC,bitfinex,10914744.0,green
stellar,XLM,XRP,bitrue,11654099.0,green
ripple,XRP,BTC,digifinex,24776797.0,green
ripple,XRP,BTC,crypto_com,13835999.0,green
ethereum-classic,ETC,XRP,bitrue,2050907.0,green
ripple,XRP,BTC,vcc,3387565.0,green
ripple,XRP,USDT,gate,53855685.0,green
ripple,XRP,USDT,bybit_spot,26186322.0,green
ripple,XRP,KRW,coinone,87293078.0,green
ripple,XRP,USDT,bitmax,35223251.0,green
ripple,XRP,USDT,vindax,11238270.0,green
ripple,XRP,USDT,coinsbit,29584693.0,green
ripple,XRP,USD,btse,1772922.0,green
ripple,XRP,USDT,bigone,36544700.0,green
ripple,XRP,USDT,poloniex,22842053.0,green
ripple,XRP,USD,cex,15514377.0,green
ripple,XRP,BTC,decoin,3399233.0,green
ripple,XRP,USDC,crypto_com,3868206.0,green
ripple,XRP,QC,zb,43381346.0,green
ripple,XRP,USDT,bit_z,89997573.0,green
ripple,XRP,ETH,binance,28300113.0,green
ripple,XRP,USDT,btcturk,18317883.0,green
ripple,XRP,BTC,poloniex,14612729.0,green
ripple,XRP,BTC,okex,32014260.0,green
ripple,XRP,MXN,bitso,11201540.0,green
ripple,XRP,BTC,currency,79502.0,green
monero,XMR,XRP,bitrue,3642855.0,green
ripple,XRP,ETH,digifinex,3967392.0,green
ripple,XRP,USDT,biki,7711811.0,green
ripple,XRP,IDR,indodax,6949321.0,green
ripple,XRP,GBP,bitstamp,7141465.0,green
neo,NEO,XRP,bitrue,1402916.0,green
ripple,XRP,AUD,btcmarkets,10596930.0,green
ripple,XRP,UST,bitfinex,12776818.0,green
ripple,XRP,USDT,exrates,3921509.0,green
ripple,XRP,BTC,bitstamp,6485530.0,green
ripple,XRP,CRO,crypto_com,1057884.0,green
ripple,XRP,USDT,btc_alpha,75920014.0,green
ripple,XRP,BTC,coinsbit,14615259.0,green
ripple,XRP,BTC,bitrue,75914474.0,green
litecoin,LTC,XRP,bitrue,28651269.0,green
ripple,XRP,EUR,binance,33061105.0,green
ripple,XRP,USDC,binance,25392774.0,green
ripple,XRP,QC,zbg,12888453.0,green
ripple,XRP,ETH,vcc,2095007.0,green
ripple,XRP,USDT,aax,11841813.0,green
tezos,XTZ,XRP,bitrue,1007861.0,green
bitcoin,BTC,XRP,coinfield,2947240.0,green
ripple,XRP,USDT,latoken,49969762.0,green
ripple,XRP,USDT,coinex,11627080.0,green
ripple,XRP,THB,bitkub,16121215.0,green
ripple,XRP,TRY,binance,32174381.0,green
ripple,XRP,BTC,bittrex,4947026.0,green
ripple,XRP,USDT,kraken,9499055.0,green
ftx-token,FTT,USDT,binance,1030914432.0,green
ftx-token,FTT,USD,ftx_spot,738219251.0,green
ftx-token,FTT,USDT,hitbtc,150229285.0,green
ftx-token,FTT,USD,bitcoin_com,150861516.0,green
ftx-token,FTT,USDT,ftx_spot,314210817.0,green
ftx-token,FTT,USDT,gate,22386131.0,green
ftx-token,FTT,BTC,hitbtc,3540527.0,green
ftx-token,FTT,BTC,bitcoin_com,3517147.0,green
ftx-token,FTT,BUSD,binance,269957334.0,green
ftx-token,FTT,USD,bitfinex,9507208.0,green
ftx-token,FTT,USDT,wootrade,4868344.0,green
ftx-token,FTT,USDT,huobi,307460324.0,green
ftx-token,FTT,BTC,ftx_spot,130180089.0,green
ftx-token,FTT,KRW,coinone,41813448.0,green
ftx-token,FTT,ETH,gate,21023950.0,green
ftx-token,FTT,BTC,binance,85609919.0,green
ftx-token,FTT,USDT,bitmax,16577781.0,green
ftx-token,FTT,USDT,poloniex,131541.0,green
ftx-token,FTT,BTC,bitmax,5260573.0,green
ftx-token,FTT,HT,huobi,36271056.0,green
ftx-token,FTT,USDT,mxc,7234606.0,green
ftx-token,FTT,BNB,binance,22298662.0,green
ftx-token,FTT,USDT,aax,845710.0,green
ftx-token,FTT,USDT,coinbene,718876.0,green
ftx-token,FTT,BTC,huobi,61241843.0,green
ftx-token,FTT,USDT,bitrue,8828353.0,green
ftx-token,FTT,USDT,coinex,1825937.0,green
ftx-token,FTT,KRW,gopax,1173026.0,green
ftx-token,0X50D1C9771902476076ECFC8B2A83AD6B9355A4C9,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,sushiswap,3294981.0,green
ftx-token,0X50D1C9771902476076ECFC8B2A83AD6B9355A4C9,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,uniswap_v2,1138925.0,green
ftx-token,FTT,IDR,indodax,501141.0,green
ftx-token,FTT,BRL,novadax,187810.0,green
ftx-token,FTT,USDT,novadax,12173.8,green
ftx-token,FTT,BTC,wazirx,73227.0,green
ftx-token,FTXTOKEN,BNT,bancor,39920.0,green
ftx-token,FTT,USDT,probit,44958.0,green
ftx-token,FTX TOKEN,LUA,luaswap,33270.0,green
ftx-token,FTT,USDT,wazirx,330537.0,green
ftx-token,FTT,KRW,probit_kr,29574.0,green
ftx-token,FTT,USDT,bkex,122615261.0,yellow
ftx-token,FTT,BTC,coinex,56155.0,yellow
ftx-token,FTT,ETH,hitbtc,1009.97,red
ftx-token,FTT,UST,bitfinex,3473084.0,
ftx-token,FTT,USDC,raydium,11225059.0,
ftx-token,FTT,USDT,raydium,3157726.0,
ftx-token,FTT,USDT,abcc,2812929.0,
ftx-token,0X50D1C9771902476076ECFC8B2A83AD6B9355A4C9,ETH,one_inch,2103095.0,
ftx-token,FTT,USDT,huobi_korea,885863.0,
ftx-token,FTT,SRM,raydium,27466.0,
ftx-token,FTT,SOL,orca,23547.0,
ftx-token,FTT,BTC,huobi_korea,8314.58,
ftx-token,FTT,SOL[AQUAFARM],orca,2889.58,
ftx-token,FTT,SOL,raydium,1373.75,
ftx-token,FTT,INR,bitbns,1094768.0,green
ftx-token,FTT,INR,wazirx,795882.0,
ftx-token,FTT,USDC,serum_dex,5367417.0,green
ftx-token,FTT,USDT,serum_dex,1566544.0,green
ftx-token,0X50D1C9771902476076ECFC8B2A83AD6B9355A4C9,0XDAC17F958D2EE523A2206206994597C13D831EC7,sushiswap,0.0,
neo,NEO,USD,bitfinex,8073674.0,green
neo,NEO,JPY,bitfinex,304211.0,green
neo,NEO,USDT,zb,48391730.0,green
neo,NEO,USD,bitcoin_com,52563006.0,green
neo,NEO,USDT,changelly,52603089.0,green
neo,NEO,USDT,hitbtc,52724124.0,green
neo,NEO,BTC,bitcoin_com,9073112.0,green
neo,NEO,BTC,hitbtc,9053257.0,green
neo,NEO,BTC,changelly,9056882.0,green
neo,NEO,USDT,binance,138803854.0,green
neo,NEO,BTC,bitfinex,1672291.0,green
neo,NEO,USDT,digifinex,18865376.0,green
neo,NEO,USDT,okex,79907039.0,green
neo,NEO,USDT,cointiger,4133579.0,green
neo,NEO,BTC,whitebit,18897850.0,green
neo,NEO,USDT,whitebit,4284658.0,green
neo,NEO,USDT,vcc,2053036.0,green
neo,NEO,USDT,crypto_com,1458664.0,green
neo,NEO,USDT,gate,4059005.0,green
neo,NEO,USDT,bkex,27832115.0,green
neo,NEO,XRP,bitrue,1402916.0,green
neo,NEO,BTC,binance,17269586.0,green
neo,NEO,USD,p2pb2b,10893359.0,green
neo,NEO,BTC,decoin,1276768.0,green
neo,NEO,USDT,p2pb2b,23002448.0,green
neo,NEO,BTC,crypto_com,1690757.0,green
neo,NEO,USDT,dcoin,36116657.0,green
neo,NEO,BTC,vcc,1249044.0,green
neo,NEO,BUSD,binance,13271732.0,green
neo,NEO,USDT,bitmart,13201869.0,green
neo,NEO,USDT,phemex,1337081.0,green
neo,NEO,BTC,digifinex,1438854.0,green
neo,NEO,USDT,mxc,4444385.0,green
neo,NEO,USDT,bitmax,1889481.0,green
neo,NEO,TRY,bitexen,35219890.0,green
neo,NEO,BTC,okex,11911232.0,green
neo,NEO,BTC,dextrade,97606.0,green
neo,NEO,USDT,dextrade,599386.0,green
neo,NEO,USDT,xt,19378006.0,green
neo,NEO,USD,binance_us,7104524.0,green
neo,NEO,USDT,coinbene,2338736.0,green
neo,NEO,ETH,vcc,988376.0,green
neo,NEO,ETH,binance,6354011.0,green
neo,NEO,ETH,okex,12404824.0,green
neo,NEO,BTC,latoken,815237.0,green
neo,NEO,USDT,kucoin,5914232.0,green
neo,NEO,USDT,dragonex,55759031.0,green
neo,NEO,USDT,bibox,7040524.0,green
neo,NEO,TRY,binance,11290466.0,green
neo,NEO,ETH,digifinex,1248028.0,green
neo,NEO,USDC,alterdice,46390.0,green
neo,NEO,BTC,coinbene,4431933.0,green
neo,NEO,ETH,bitrue,19095582.0,green
neo,NEO,BTC,kucoin,1539824.0,green
neo,NEO,USDT,btcturk,5798036.0,green
neo,NEO,BTC,bitrue,10985301.0,green
neo,NEO,CRO,crypto_com,177185.0,green
neo,NEO,ETH,bibox,598521.0,green
neo,NEO,USDT,binance_us,2260613.0,green
neo,NEO,BTC,aax,40210.0,green
neo,NEO,USDT,bittrex,1667110.0,green
neo,NEO,BNB,binance,3120306.0,green
neo,NEO,USDT,bw,16095805.0,green
neo,NEO,USDT,decoin,413987.0,green
neo,NEO,BTC,bitmart,1588725.0,green
neo,NEO,USDT,lbank,3182396.0,green
neo,NEO,USDT,alterdice,307163.0,green
neo,NEO,BTC,bibox,686605.0,green
neo,NEO,BTC,alterdice,53812.0,green
neo,NEO,USDT,exrates,192631.0,green
neo,NEO,BTC,bittrex,1245229.0,green
neo,NEO,ETH,kucoin,937523.0,green
neo,NEO,TRY,paribu,8292702.0,green
neo,NEO,USDT,latoken,5822865.0,green
neo,NEO,USD,exrates,155045.0,green
neo,NEO,USDT,coinex,462749.0,green
neo,NEO,USDT,aax,3802897.0,green
neo,NEO,BTC,xt,1323635.0,green
neo,NEO,USDT,bit_z,1492254.0,green
neo,NEO,USDT,hoo,645429.0,green
neo,NEO,USD,cex,549213.0,green
neo,NEO,USDT,bitforex,1219784.0,green
neo,NEO,QC,zb,844526.0,green
neo,NEO,ETH,bittrex,290090.0,green
neo,NEO,USDT,poloniex,360129.0,green
neo,NEO,BTC,exrates,32978.0,green
neo,NEO,USD,exmo,491429.0,green
neo,NEO,USDC,binance,714397.0,green
neo,NEO,ETH,dextrade,44408.0,green
neo,NEO,BTC,exmo,390172.0,green
neo,NEO,USDT,zipmex,7855.76,green
neo,NEO,BTC,bkex,1778689.0,green
neo,NEO,KCS,kucoin,216901.0,green
neo,NEO,ETH,alterdice,23971.0,green
neo,NEO,USDT,bitubu,261458.0,green
neo,NEO,HUSD,huobi,327039.0,green
neo,NEO,ETH,bitmart,1021236.0,green
neo,NEO,ETH,bitfinex,1006026.0,green
neo,NEO,BTC,zb,43586.0,green
neo,NEO,USDT,cex,17270.8,green
chainlink,LINK,USDT,binance,685603806.0,green
chainlink,LINK,USD,gdax,260132184.0,green
chainlink,LINK,USD,bitfinex,19398734.0,green
chainlink,LINK,USD,ftx_spot,77426094.0,green
chainlink,LINK,BNT,bancor,28433534.0,green
chainlink,LINK,BTC,changelly,18243573.0,green
chainlink,LINK,USDT,wootrade,12799367.0,green
chainlink,0X514910771AF9CA656AF840DFF83E8264ECF986CA,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,sushiswap,36688737.0,green
chainlink,LINK,BTC,bitcoin_com,18251577.0,green
chainlink,LINK,USDT,ftx_spot,32073949.0,green
chainlink,LINK,USDT,digifinex,65183583.0,green
chainlink,LINK,USD,ftx_us,15720849.0,green
chainlink,LINK,BTC,hitbtc,18237305.0,green
chainlink,LINK,USDT,okex,232801279.0,green
chainlink,LINK,USDT,vcc,2795271.0,green
chainlink,LINK,BTC,ftx_spot,1844940.0,green
chainlink,LINK,BTC,ftx_us,3747526.0,green
chainlink,LINK,USDT,changelly,10977810.0,green
chainlink,LINK,USD,bitcoin_com,10963568.0,green
chainlink,LINK,USDT,hitbtc,10983497.0,green
chainlink,LINK,USDT,coinsbit,6904719.0,green
chainlink,LINK,USDT,ftx_us,6043600.0,green
chainlink,LINK,ETH,hitbtc,461587.0,green
chainlink,LINK,USD,gemini,26420181.0,green
chainlink,LINK,BTC,binance,120812750.0,green
chainlink,LINK,USD,kraken,37411066.0,green
chainlink,LINK,USDT,mxc,3587885.0,green
chainlink,LINK,ETH,bitcoin_com,462844.0,green
chainlink,LINK,USD,coinzoom,209832.0,green
chainlink,0X514910771AF9CA656AF840DFF83E8264ECF986CA,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,uniswap_v2,12660667.0,green
chainlink,LINK,USDT,crypto_com,39660373.0,green
chainlink,LINK,USDT,phemex,75091323.0,green
chainlink,LINK,EUR,bitstamp,10449999.0,green
chainlink,LINK,EUR,kraken,20826501.0,green
chainlink,LINK,USDT,huobi,331016376.0,green
chainlink,LINK,BTC,coinsbit,1219610.0,green
chainlink,LINK,ETH,mxc,843759.0,green
chainlink,LINK,USD,bitstamp,32591512.0,green
chainlink,LINK,EUR,gdax,16702296.0,green
chainlink,LINK,BUSD,binance,60687527.0,green
chainlink,LINK,BTC,crypto_com,13085562.0,green
chainlink,LINK,USDT,gate,14896320.0,green
chainlink,0X514910771AF9CA656AF840DFF83E8264ECF986CA,ETH,uniswap,40937792.0,green
chainlink,LINK,BTC,gdax,51476499.0,green
chainlink,LINK,KRW,upbit,100621782.0,green
chainlink,LINK,USDT,idcm,113882003.0,green
chainlink,LINK,BTC,decoin,477771.0,green
chainlink,LINK,USD,binance_us,44452489.0,green
chainlink,LINK,UST,bitfinex,9727654.0,green
chainlink,LINK,USDT,dextrade,18957663.0,green
chainlink,0XF8A0BF9CF54BB92F17374D9E9A321E6A111A51BD,WBNB,pancakeswap,9465770.0,green
chainlink,LINK,USDT,aax,8916941.0,green
chainlink,LINK,USDC,binance,8292571.0,green
chainlink,LINK,BTC,vcc,3408700.0,green
chainlink,0X53E0BCA35EC356BD5DDDFEBBD1FC0FD03FABAD39,0X7CEB23FD6BC0ADD59E62AC25578270CFF1B9F619,quickswap,4235969.0,green
chainlink,LINK,BTC,p2pb2b,36434355.0,green
chainlink,LINK,USDT,p2pb2b,65006855.0,green
chainlink,LINK,USDT,bkex,53282384.0,green
chainlink,LINK,USDT,whitebit,23429480.0,green
chainlink,LINK,BTC,whitebit,6833367.0,green
chainlink,LINK,USDT,aex,16185901.0,green
chainlink,LINK,USDT,kucoin,48345041.0,green
chainlink,LINK,USDT,bitmax,6786518.0,green
chainlink,LINK,ETH,binance,28555664.0,green
chainlink,LINK,GBP,gdax,10177742.0,green
chainlink,LINK,USDT,coineal,7308294.0,green
chainlink,LINK,ETH,coinsbit,286278.0,green
chainlink,LINK,ETH,p2pb2b,15024769.0,green
chainlink,LINK,USDC,crypto_com,501888.0,green
chainlink,LINK,USDT,alterdice,1480136.0,green
chainlink,0X53E0BCA35EC356BD5DDDFEBBD1FC0FD03FABAD39,0X7CEB23FD6BC0ADD59E62AC25578270CFF1B9F619,sushiswap_polygon,1643474.0,green
chainlink,LINK,XRP,bitrue,30502416.0,green
chainlink,LINK,TRY,btcturk,11727555.0,green
chainlink,LINK,USDT,cointiger,21650434.0,green
chainlink,LINK,USDT,bit_z,32662744.0,green
chainlink,LINK,BTC,okex,14264321.0,green
chainlink,LINK,USDT,hotbit,6813506.0,green
chainlink,LINK,USDT,kraken,5979166.0,green
chainlink,LINK,ETH,kraken,2136555.0,green
chainlink,LINK,ETH,bitmart,32288341.0,green
chainlink,LINK,BTC,bitrue,17145157.0,green
chainlink,LINK,USDT,bibox,34861879.0,green
chainlink,LINK,USDT,bitmart,17904410.0,green
chainlink,LINK,USD,btse,956742.0,green
chainlink,LINK,USDT,bitrue,3746278.0,green
chainlink,LINK,BTC,bitstamp,634404.0,green
chainlink,LINK,BTC,bitmart,35599335.0,green
chainlink,LINK,BTC,aax,1430700.0,green
chainlink,LINK,BTC,latoken,5312207.0,green
chainlink,LINK,BTC,bitmax,1774595.0,green
chainlink,LINK,BTC,binance_us,6342981.0,green
chainlink,LINK,USDT,coinbene,533704.0,green
chainlink,LINK,USDT,bitexlive,3387092.0,green
chainlink,LINK,USD,p2pb2b,14961254.0,green
chainlink,LINK,USDT,latoken,23018420.0,green
chainlink,LINK,EUR,binance,8704215.0,green
chainlink,0X514910771AF9CA656AF840DFF83E8264ECF986CA,0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2,shibaswap,2972665.0,green
chainlink,LINK,BTC,abit,10691012.0,green
chainlink,LINK,USDT,nominex,2907347.0,green
chainlink,LINK,USD,etorox,7741732.0,green
dogecoin,DOGE,USDT,binance,1118832433.0,green
dogecoin,DOGE,USDT,wootrade,32655587.0,green
dogecoin,DOGE,USDT,b2bx,9007724.0,green
dogecoin,DOGE,USDT,okex,425513478.0,green
dogecoin,DOGE,USDT,whitebit,154164100.0,green
dogecoin,DOGE,USD,bitfinex,36811015.0,green
dogecoin,DOGE,USD,gdax,254782621.0,green
dogecoin,DOGE,USDT,vcc,3356749.0,green
dogecoin,DOGE,USD,coinsbit,22794617.0,green
dogecoin,DOGE,BTC,binance,119298163.0,green
dogecoin,DOGE,USD,ftx_spot,176268479.0,green
dogecoin,DOGE,USDT,mxc,5619152.0,green
dogecoin,DOGE,USD,kraken,84156835.0,green
dogecoin,DOGE,USDT,huobi,538702215.0,green
dogecoin,DOGE,BUSD,binance,153533519.0,green
dogecoin,DOGE,BTC,vcc,2858202.0,green
dogecoin,DOGE,USDT,digifinex,131350997.0,green
dogecoin,DOGE,KRW,bithumb,111728643.0,green
dogecoin,DOGE,USD,binance_us,82129908.0,green
dogecoin,DOGE,USDT,kucoin,108167754.0,green
dogecoin,DOGE,USDT,zb,142934653.0,green
dogecoin,DOGE,USDT,gate,85391713.0,green
dogecoin,DOGE,USDT,crypto_com,28461869.0,green
dogecoin,DOGE,USDT,phemex,26865917.0,green
dogecoin,DOGE,USDT,bkex,40473401.0,green
dogecoin,DOGE,USDT,ftx_spot,47889997.0,green
dogecoin,DOGE,EUR,kraken,28449475.0,green
dogecoin,DOGE,USD,gemini,21278441.0,green
dogecoin,DOGE,BTC,kraken,15028042.0,green
dogecoin,DOGE,TRY,btcturk,15829108.0,green
dogecoin,DOGE,USDT,aex,41802370.0,green
dogecoin,DOGE,USDT,ftx_us,9008653.0,green
dogecoin,DOGE,EUR,gdax,14819638.0,green
